"Diseases & Risk Factors","Indicator Name","Cancer Type","Year","Country Name","Region","Gender","Area","Numeric","Lower Confidence Limit","Upper Confidence Limit","Comment",
"Noncommunicable diseases","Current tobacco use, adults aged 15+","","2000","Nepal","South-East Asia Region","Females","","55.2","49.7","60.8","",
"Noncommunicable diseases","Current tobacco use, adults aged 15+","","2005","Nepal","South-East Asia Region","Total","","54.5","45.1","63.8","",
"Noncommunicable diseases","Current tobacco use, adults aged 15+","","2005","Nepal","South-East Asia Region","Males","","67.5","56.7","78.3","",
"Noncommunicable diseases","Current tobacco use, adults aged 15+","","2005","Nepal","South-East Asia Region","Females","","41.5","33.6","49.4","",
"Noncommunicable diseases","Current tobacco use, adults aged 15+","","2007","Nepal","South-East Asia Region","Total","","49.9","40.8","59","",
"Noncommunicable diseases","Current tobacco use, adults aged 15+","","2007","Nepal","South-East Asia Region","Males","","64.1","52.9","75.2","",
"Noncommunicable diseases","Current tobacco use, adults aged 15+","","2007","Nepal","South-East Asia Region","Females","","35.7","28.6","42.8","",
"Noncommunicable diseases","Current tobacco use, adults aged 15+","","2010","Nepal","South-East Asia Region","Total","","44","36","52","",
"Noncommunicable diseases","Current tobacco use, adults aged 15+","","2010","Nepal","South-East Asia Region","Males","","59.9","49.7","70.2","",
"Noncommunicable diseases","Current tobacco use, adults aged 15+","","2010","Nepal","South-East Asia Region","Females","","28.1","22.4","33.9","",
"Noncommunicable diseases","Current tobacco use, adults aged 15+","","2015","Nepal","South-East Asia Region","Total","","36.3","30.2","42.3","",
"Noncommunicable diseases","Current tobacco use, adults aged 15+","","2015","Nepal","South-East Asia Region","Males","","53.6","44.7","62.4","",
"Noncommunicable diseases","Current tobacco use, adults aged 15+","","2015","Nepal","South-East Asia Region","Females","","18.9","15.7","22.2","",
"Noncommunicable diseases","Current tobacco use, adults aged 15+","","2020","Nepal","South-East Asia Region","Total","","30.3","24","36.5","",
"Noncommunicable diseases","Current tobacco use, adults aged 15+","","2020","Nepal","South-East Asia Region","Males","","47.8","38.3","57.4","",
"Noncommunicable diseases","Current tobacco use, adults aged 15+","","2020","Nepal","South-East Asia Region","Females","","12.7","9.8","15.7","",
"Noncommunicable diseases","Current tobacco use, adults aged 15+","","2021","Nepal","South-East Asia Region","Total","","29.4","23.8","34.9","",
"Noncommunicable diseases","Current tobacco use, adults aged 15+","","2021","Nepal","South-East Asia Region","Males","","46.8","38.1","55.6","",
"Noncommunicable diseases","Current tobacco use, adults aged 15+","","2021","Nepal","South-East Asia Region","Females","","11.9","9.6","14.2","",
"Noncommunicable diseases","Current tobacco use, adults aged 15+","","2022","Nepal","South-East Asia Region","Total","","28.3","22.5","34.1","",
"Noncommunicable diseases","Current tobacco use, adults aged 15+","","2022","Nepal","South-East Asia Region","Males","","45.7","36.6","54.8","",
"Noncommunicable diseases","Current tobacco use, adults aged 15+","","2022","Nepal","South-East Asia Region","Females","","10.9","8.5","13.4","",
"Noncommunicable diseases","Mean population salt intake, adults aged 25+","","2000","Nepal","South-East Asia Region","Total","","7.898751766","7.379029226","8.397715237","",
"Noncommunicable diseases","Mean population salt intake, adults aged 25+","","2000","Nepal","South-East Asia Region","Males","","8.131941523","7.36236336","8.958132469","",
"Noncommunicable diseases","Mean population salt intake, adults aged 25+","","2000","Nepal","South-East Asia Region","Females","","7.668119063","7.088814277","8.282061187","",
"Noncommunicable diseases","Mean population salt intake, adults aged 25+","","2001","Nepal","South-East Asia Region","Total","","7.957089292","7.428211844","8.451021443","",
"Noncommunicable diseases","Mean population salt intake, adults aged 25+","","2001","Nepal","South-East Asia Region","Males","","8.196624455","7.432912275","9.016327726","",
"Noncommunicable diseases","Mean population salt intake, adults aged 25+","","2001","Nepal","South-East Asia Region","Females","","7.720485829","7.141028393","8.346568635","",
"Noncommunicable diseases","Mean population salt intake, adults aged 25+","","2002","Nepal","South-East Asia Region","Total","","8.032673482","7.486857622","8.521435576","",
"Noncommunicable diseases","Mean population salt intake, adults aged 25+","","2002","Nepal","South-East Asia Region","Males","","8.279263802","7.516534149","9.074864613","",
"Noncommunicable diseases","Mean population salt intake, adults aged 25+","","2002","Nepal","South-East Asia Region","Females","","7.790216791","7.211810285","8.413280439","",
"Noncommunicable diseases","Mean population salt intake, adults aged 25+","","2003","Nepal","South-East Asia Region","Total","","8.118744453","7.55481886","8.615156401","",
"Noncommunicable diseases","Mean population salt intake, adults aged 25+","","2003","Nepal","South-East Asia Region","Males","","8.372547275","7.614704889","9.180233327","",
"Noncommunicable diseases","Mean population salt intake, adults aged 25+","","2003","Nepal","South-East Asia Region","Females","","7.870825447","7.294596269","8.509665038","",
"Noncommunicable diseases","Mean population salt intake, adults aged 25+","","2004","Nepal","South-East Asia Region","Total","","8.208488232","7.649371081","8.723737637","",
"Noncommunicable diseases","Mean population salt intake, adults aged 25+","","2004","Nepal","South-East Asia Region","Males","","8.469145502","7.688737008","9.254515977","",
"Noncommunicable diseases","Mean population salt intake, adults aged 25+","","2004","Nepal","South-East Asia Region","Females","","7.955768989","7.370773527","8.620443365","",
"Noncommunicable diseases","Mean population salt intake, adults aged 25+","","2005","Nepal","South-East Asia Region","Total","","8.295007521","7.725904632","8.820018745","",
"Noncommunicable diseases","Mean population salt intake, adults aged 25+","","2005","Nepal","South-East Asia Region","Males","","8.561632551","7.770966303","9.32859079","",
"Noncommunicable diseases","Mean population salt intake, adults aged 25+","","2005","Nepal","South-East Asia Region","Females","","8.038404096","7.45697335","8.702482411","",
"Noncommunicable diseases","Mean population salt intake, adults aged 25+","","2006","Nepal","South-East Asia Region","Total","","8.393444458","7.842023483","8.911353517","",
"Noncommunicable diseases","Mean population salt intake, adults aged 25+","","2006","Nepal","South-East Asia Region","Males","","8.664816228","7.876461342","9.430069164","",
"Noncommunicable diseases","Mean population salt intake, adults aged 25+","","2006","Nepal","South-East Asia Region","Females","","8.133735729","7.557230413","8.790728613","",
"Noncommunicable diseases","Mean population salt intake, adults aged 25+","","2007","Nepal","South-East Asia Region","Total","","8.509121393","7.964619982","9.014914077","",
"Noncommunicable diseases","Mean population salt intake, adults aged 25+","","2007","Nepal","South-East Asia Region","Males","","8.784634034","7.987006614","9.553685052","",
"Noncommunicable diseases","Mean population salt intake, adults aged 25+","","2007","Nepal","South-East Asia Region","Females","","8.246741831","7.6550227","8.916262751","",
"Noncommunicable diseases","Mean population salt intake, adults aged 25+","","2008","Nepal","South-East Asia Region","Total","","8.620223159","8.076120619","9.119861664","",
"Noncommunicable diseases","Mean population salt intake, adults aged 25+","","2008","Nepal","South-East Asia Region","Males","","8.900188248","8.092339918","9.665662584","",
"Noncommunicable diseases","Mean population salt intake, adults aged 25+","","2008","Nepal","South-East Asia Region","Females","","8.355712567","7.77970679","9.020533167","",
"Noncommunicable diseases","Mean population salt intake, adults aged 25+","","2009","Nepal","South-East Asia Region","Total","","8.704746614","8.168151399","9.189522114","",
"Noncommunicable diseases","Mean population salt intake, adults aged 25+","","2009","Nepal","South-East Asia Region","Males","","8.990292684","8.181427968","9.755837757","",
"Noncommunicable diseases","Mean population salt intake, adults aged 25+","","2009","Nepal","South-East Asia Region","Females","","8.438841421","7.846825107","9.109133871","",
"Noncommunicable diseases","Mean population salt intake, adults aged 25+","","2010","Nepal","South-East Asia Region","Total","","8.740468486","8.20905297","9.243527388","",
"Noncommunicable diseases","Mean population salt intake, adults aged 25+","","2010","Nepal","South-East Asia Region","Males","","9.033463233","8.224044283","9.796169474","",
"Noncommunicable diseases","Mean population salt intake, adults aged 25+","","2010","Nepal","South-East Asia Region","Females","","8.474127595","7.869876029","9.139219425","",
"Noncommunicable diseases","Mean population salt intake, adults aged 25+","","2011","Nepal","South-East Asia Region","Total","","8.742735061","8.212303534","9.246463097","",
"Noncommunicable diseases","Mean population salt intake, adults aged 25+","","2011","Nepal","South-East Asia Region","Males","","9.043995127","8.247782368","9.787893575","",
"Noncommunicable diseases","Mean population salt intake, adults aged 25+","","2011","Nepal","South-East Asia Region","Females","","8.475370232","7.876811899","9.116102773","",
"Noncommunicable diseases","Mean population salt intake, adults aged 25+","","2012","Nepal","South-East Asia Region","Total","","8.74253755","8.210223741","9.236988449","",
"Noncommunicable diseases","Mean population salt intake, adults aged 25+","","2012","Nepal","South-East Asia Region","Males","","9.051262166","8.279109672","9.790503003","",
"Noncommunicable diseases","Mean population salt intake, adults aged 25+","","2012","Nepal","South-East Asia Region","Females","","8.472468688","7.88811886","9.088406479","",
"Noncommunicable diseases","Mean population salt intake, adults aged 25+","","2013","Nepal","South-East Asia Region","Total","","8.740918711","8.217566461","9.222152422","",
"Noncommunicable diseases","Mean population salt intake, adults aged 25+","","2013","Nepal","South-East Asia Region","Males","","9.05601964","8.279050484","9.804790889","",
"Noncommunicable diseases","Mean population salt intake, adults aged 25+","","2013","Nepal","South-East Asia Region","Females","","8.467529385","7.867212937","9.08914756","",
"Noncommunicable diseases","Mean population salt intake, adults aged 25+","","2014","Nepal","South-East Asia Region","Total","","8.738920255","8.219938248","9.242350953","",
"Noncommunicable diseases","Mean population salt intake, adults aged 25+","","2014","Nepal","South-East Asia Region","Males","","9.059050914","8.284924751","9.814776062","",
